Iteration,File Group,Num Channels,Channel,Files Sent,Total Size (MB),Time Taken (s),Bandwidth (MB/s)
1,large,8,Channel 1,1,89.0,1.4835498332977295,59.991243976055124
1,large,8,Channel 2,1,95.0,1.547332525253296,61.395982085007
1,large,8,Channel 3,0,0.0,0,0.0
1,large,8,Channel 4,0,0.0,0,0.0
1,large,8,Channel 5,0,0.0,0,0.0
1,large,8,Channel 6,0,0.0,0,0.0
1,large,8,Channel 7,0,0.0,0,0.0
1,large,8,Channel 8,0,0.0,0,0.0
1,large,9,Channel 1,1,89.0,1.4663763046264648,60.69383399008979
1,large,9,Channel 2,1,95.0,1.529611587524414,62.107270090541014
1,large,9,Channel 3,0,0.0,0,0.0
1,large,9,Channel 4,0,0.0,0,0.0
1,large,9,Channel 5,0,0.0,0,0.0
1,large,9,Channel 6,0,0.0,0,0.0
1,large,9,Channel 7,0,0.0,0,0.0
1,large,9,Channel 8,0,0.0,0,0.0
1,large,9,Channel 9,0,0.0,0,0.0
1,large,10,Channel 1,1,89.0,1.3382694721221924,66.50379602462735
1,large,10,Channel 2,1,95.0,1.3947019577026367,68.11491120044364
1,large,10,Channel 3,0,0.0,0,0.0
1,large,10,Channel 4,0,0.0,0,0.0
1,large,10,Channel 5,0,0.0,0,0.0
1,large,10,Channel 6,0,0.0,0,0.0
1,large,10,Channel 7,0,0.0,0,0.0
1,large,10,Channel 8,0,0.0,0,0.0
1,large,10,Channel 9,0,0.0,0,0.0
1,large,10,Channel 10,0,0.0,0,0.0
1,large,11,Channel 1,1,89.0,1.949319839477539,45.65695079769669
1,large,11,Channel 2,1,95.0,2.1100451946258545,45.02273232912675
1,large,11,Channel 3,0,0.0,0,0.0
1,large,11,Channel 4,0,0.0,0,0.0
1,large,11,Channel 5,0,0.0,0,0.0
1,large,11,Channel 6,0,0.0,0,0.0
1,large,11,Channel 7,0,0.0,0,0.0
1,large,11,Channel 8,0,0.0,0,0.0
1,large,11,Channel 9,0,0.0,0,0.0
1,large,11,Channel 10,0,0.0,0,0.0
1,large,11,Channel 11,0,0.0,0,0.0
1,large,12,Channel 1,1,89.0,1.9817521572113037,44.90975305672918
1,large,12,Channel 2,1,95.0,2.0283491611480713,46.83611767622336
1,large,12,Channel 3,0,0.0,0,0.0
1,large,12,Channel 4,0,0.0,0,0.0
1,large,12,Channel 5,0,0.0,0,0.0
1,large,12,Channel 6,0,0.0,0,0.0
1,large,12,Channel 7,0,0.0,0,0.0
1,large,12,Channel 8,0,0.0,0,0.0
1,large,12,Channel 9,0,0.0,0,0.0
1,large,12,Channel 10,0,0.0,0,0.0
1,large,12,Channel 11,0,0.0,0,0.0
1,large,12,Channel 12,0,0.0,0,0.0
1,large,13,Channel 1,1,89.0,1.9723560810089111,45.12369792500865
1,large,13,Channel 2,1,95.0,2.0383734703063965,46.60578710618724
1,large,13,Channel 3,0,0.0,0,0.0
1,large,13,Channel 4,0,0.0,0,0.0
1,large,13,Channel 5,0,0.0,0,0.0
1,large,13,Channel 6,0,0.0,0,0.0
1,large,13,Channel 7,0,0.0,0,0.0
1,large,13,Channel 8,0,0.0,0,0.0
1,large,13,Channel 9,0,0.0,0,0.0
1,large,13,Channel 10,0,0.0,0,0.0
1,large,13,Channel 11,0,0.0,0,0.0
1,large,13,Channel 12,0,0.0,0,0.0
1,large,13,Channel 13,0,0.0,0,0.0
1,large,14,Channel 1,1,89.0,1.6277761459350586,54.675822730449774
1,large,14,Channel 2,1,95.0,1.6571383476257324,57.32774221060746
1,large,14,Channel 3,0,0.0,0,0.0
1,large,14,Channel 4,0,0.0,0,0.0
1,large,14,Channel 5,0,0.0,0,0.0
1,large,14,Channel 6,0,0.0,0,0.0
1,large,14,Channel 7,0,0.0,0,0.0
1,large,14,Channel 8,0,0.0,0,0.0
1,large,14,Channel 9,0,0.0,0,0.0
1,large,14,Channel 10,0,0.0,0,0.0
1,large,14,Channel 11,0,0.0,0,0.0
1,large,14,Channel 12,0,0.0,0,0.0
1,large,14,Channel 13,0,0.0,0,0.0
1,large,14,Channel 14,0,0.0,0,0.0
1,large,15,Channel 1,1,89.0,1.5806677341461182,56.305318364759366
1,large,15,Channel 2,1,95.0,1.6302540302276611,58.27312691061618
1,large,15,Channel 3,0,0.0,0,0.0
1,large,15,Channel 4,0,0.0,0,0.0
1,large,15,Channel 5,0,0.0,0,0.0
1,large,15,Channel 6,0,0.0,0,0.0
1,large,15,Channel 7,0,0.0,0,0.0
1,large,15,Channel 8,0,0.0,0,0.0
1,large,15,Channel 9,0,0.0,0,0.0
1,large,15,Channel 10,0,0.0,0,0.0
1,large,15,Channel 11,0,0.0,0,0.0
1,large,15,Channel 12,0,0.0,0,0.0
1,large,15,Channel 13,0,0.0,0,0.0
1,large,15,Channel 14,0,0.0,0,0.0
1,large,15,Channel 15,0,0.0,0,0.0
1,large,16,Channel 1,1,89.0,1.8282625675201416,48.680097476764374
1,large,16,Channel 2,1,95.0,1.942368507385254,48.90935970120601
1,large,16,Channel 3,0,0.0,0,0.0
1,large,16,Channel 4,0,0.0,0,0.0
1,large,16,Channel 5,0,0.0,0,0.0
1,large,16,Channel 6,0,0.0,0,0.0
1,large,16,Channel 7,0,0.0,0,0.0
1,large,16,Channel 8,0,0.0,0,0.0
1,large,16,Channel 9,0,0.0,0,0.0
1,large,16,Channel 10,0,0.0,0,0.0
1,large,16,Channel 11,0,0.0,0,0.0
1,large,16,Channel 12,0,0.0,0,0.0
1,large,16,Channel 13,0,0.0,0,0.0
1,large,16,Channel 14,0,0.0,0,0.0
1,large,16,Channel 15,0,0.0,0,0.0
1,large,16,Channel 16,0,0.0,0,0.0
1,large,17,Channel 1,1,89.0,1.6575350761413574,53.69418800305975
1,large,17,Channel 2,1,95.0,1.7528250217437744,54.198222196469175
1,large,17,Channel 3,0,0.0,0,0.0
1,large,17,Channel 4,0,0.0,0,0.0
1,large,17,Channel 5,0,0.0,0,0.0
1,large,17,Channel 6,0,0.0,0,0.0
1,large,17,Channel 7,0,0.0,0,0.0
1,large,17,Channel 8,0,0.0,0,0.0
1,large,17,Channel 9,0,0.0,0,0.0
1,large,17,Channel 10,0,0.0,0,0.0
1,large,17,Channel 11,0,0.0,0,0.0
1,large,17,Channel 12,0,0.0,0,0.0
1,large,17,Channel 13,0,0.0,0,0.0
1,large,17,Channel 14,0,0.0,0,0.0
1,large,17,Channel 15,0,0.0,0,0.0
1,large,17,Channel 16,0,0.0,0,0.0
1,large,17,Channel 17,0,0.0,0,0.0
1,large,18,Channel 1,1,89.0,1.2258849143981934,72.60061605676218
1,large,18,Channel 2,1,95.0,1.2831499576568604,74.0365531192301
1,large,18,Channel 3,0,0.0,0,0.0
1,large,18,Channel 4,0,0.0,0,0.0
1,large,18,Channel 5,0,0.0,0,0.0
1,large,18,Channel 6,0,0.0,0,0.0
1,large,18,Channel 7,0,0.0,0,0.0
1,large,18,Channel 8,0,0.0,0,0.0
1,large,18,Channel 9,0,0.0,0,0.0
1,large,18,Channel 10,0,0.0,0,0.0
1,large,18,Channel 11,0,0.0,0,0.0
1,large,18,Channel 12,0,0.0,0,0.0
1,large,18,Channel 13,0,0.0,0,0.0
1,large,18,Channel 14,0,0.0,0,0.0
1,large,18,Channel 15,0,0.0,0,0.0
1,large,18,Channel 16,0,0.0,0,0.0
1,large,18,Channel 17,0,0.0,0,0.0
1,large,18,Channel 18,0,0.0,0,0.0
1,large,19,Channel 1,1,89.0,1.4021234512329102,63.475152577856704
1,large,19,Channel 2,1,95.0,1.4829967021942139,64.05948162894752
1,large,19,Channel 3,0,0.0,0,0.0
1,large,19,Channel 4,0,0.0,0,0.0
1,large,19,Channel 5,0,0.0,0,0.0
1,large,19,Channel 6,0,0.0,0,0.0
1,large,19,Channel 7,0,0.0,0,0.0
1,large,19,Channel 8,0,0.0,0,0.0
1,large,19,Channel 9,0,0.0,0,0.0
1,large,19,Channel 10,0,0.0,0,0.0
1,large,19,Channel 11,0,0.0,0,0.0
1,large,19,Channel 12,0,0.0,0,0.0
1,large,19,Channel 13,0,0.0,0,0.0
1,large,19,Channel 14,0,0.0,0,0.0
1,large,19,Channel 15,0,0.0,0,0.0
1,large,19,Channel 16,0,0.0,0,0.0
1,large,19,Channel 17,0,0.0,0,0.0
1,large,19,Channel 18,0,0.0,0,0.0
1,large,19,Channel 19,0,0.0,0,0.0
1,large,20,Channel 1,1,89.0,45.417941093444824,1.9595780402481824
1,large,20,Channel 2,1,95.0,45.44391107559204,2.0904890831683844
1,large,20,Channel 3,0,0.0,0,0.0
1,large,20,Channel 4,0,0.0,0,0.0
1,large,20,Channel 5,0,0.0,0,0.0
1,large,20,Channel 6,0,0.0,0,0.0
1,large,20,Channel 7,0,0.0,0,0.0
1,large,20,Channel 8,0,0.0,0,0.0
1,large,20,Channel 9,0,0.0,0,0.0
1,large,20,Channel 10,0,0.0,0,0.0
1,large,20,Channel 11,0,0.0,0,0.0
1,large,20,Channel 12,0,0.0,0,0.0
1,large,20,Channel 13,0,0.0,0,0.0
1,large,20,Channel 14,0,0.0,0,0.0
1,large,20,Channel 15,0,0.0,0,0.0
1,large,20,Channel 16,0,0.0,0,0.0
1,large,20,Channel 17,0,0.0,0,0.0
1,large,20,Channel 18,0,0.0,0,0.0
1,large,20,Channel 19,0,0.0,0,0.0
1,large,20,Channel 20,0,0.0,0,0.0
2,small,1,Channel 1,10,68.0,0.9857673645019531,68.98179271166698
2,small,2,Channel 1,5,37.0,1.0678668022155762,34.64851601644847
2,small,2,Channel 2,5,31.0,1.0073063373565674,30.77514639821688
2,small,3,Channel 1,4,28.0,1.081620216369629,25.88709010449134
2,small,3,Channel 2,3,20.0,0.9616434574127197,20.797728977233987
2,small,3,Channel 3,3,20.0,0.8951399326324463,22.34287542192826
2,small,4,Channel 1,3,20.0,0.8641774654388428,23.143394499234816
2,small,4,Channel 2,3,23.0,0.934699535369873,24.606837951298
2,small,4,Channel 3,2,11.0,0.7040371894836426,15.624174637802385
2,small,4,Channel 4,2,14.0,0.7498319149017334,18.67085105577924
2,small,5,Channel 1,2,13.0,1.0793559551239014,12.044219460954107
2,small,5,Channel 2,2,15.0,1.0557260513305664,14.20823136939266
2,small,5,Channel 3,2,15.0,1.0312252044677734,14.545804286990506
2,small,5,Channel 4,2,11.0,0.935687780380249,11.756058196602472
2,small,5,Channel 5,2,14.0,1.0436370372772217,13.414625487540238
2,small,6,Channel 1,2,13.0,1.0112330913543701,12.855591961086608
2,small,6,Channel 2,2,15.0,1.040635585784912,14.414267784900002
2,small,6,Channel 3,2,15.0,1.029764175415039,14.566441869037012
2,small,6,Channel 4,2,11.0,0.9731841087341309,11.303102774980829
2,small,6,Channel 5,1,5.0,0.6241292953491211,8.01116056762427
2,small,6,Channel 6,1,9.0,0.7911615371704102,11.37567939941634
2,small,7,Channel 1,2,13.0,1.045022964477539,12.439918013188706
2,small,7,Channel 2,2,15.0,1.0232548713684082,14.659104412510992
2,small,7,Channel 3,2,15.0,1.0501492023468018,14.283684610223979
2,small,7,Channel 4,1,5.0,0.6224315166473389,8.033012253190469
2,small,7,Channel 5,1,6.0,0.6397049427032471,9.379324121907468
2,small,7,Channel 6,1,5.0,0.5867321491241455,8.521776090612788
2,small,7,Channel 7,1,9.0,0.910740852355957,9.882064669349443
2,small,8,Channel 1,2,13.0,0.9159092903137207,14.193545296988079
2,small,8,Channel 2,2,15.0,1.0357263088226318,14.48259049927132
2,small,8,Channel 3,1,9.0,0.8683366775512695,10.364643383923639
2,small,8,Channel 4,1,6.0,0.6013157367706299,9.978119036469991
2,small,8,Channel 5,1,5.0,0.5668923854827881,8.820016158343353
2,small,8,Channel 6,1,6.0,0.7003417015075684,8.567246512786959
2,small,8,Channel 7,1,5.0,0.6317877769470215,7.914049911129057
2,small,8,Channel 8,1,9.0,0.8280394077301025,10.869047917262325
2,small,9,Channel 1,2,13.0,1.0098698139190674,12.872946414300726
2,small,9,Channel 2,1,7.0,0.7068328857421875,9.90333095870302
2,small,9,Channel 3,1,8.0,0.8897790908813477,8.990995722405442
2,small,9,Channel 4,1,9.0,0.9630911350250244,9.344910022213162
2,small,9,Channel 5,1,6.0,0.8612821102142334,6.966358558762556
2,small,9,Channel 6,1,5.0,0.8102385997772217,6.171021722952683
2,small,9,Channel 7,1,6.0,0.832935094833374,7.203442425727398
2,small,9,Channel 8,1,5.0,0.7150626182556152,6.992394613212234
2,small,9,Channel 9,1,9.0,0.8943796157836914,10.062841148401887
2,small,10,Channel 1,1,5.0,0.539400577545166,9.269548843931913
2,small,10,Channel 2,1,8.0,1.0983173847198486,7.283869044866831
2,small,10,Channel 3,1,7.0,0.9334049224853516,7.499424774149779
2,small,10,Channel 4,1,8.0,1.115692138671875,7.170436828140813
2,small,10,Channel 5,1,9.0,1.1308577060699463,7.9585609680970135
2,small,10,Channel 6,1,6.0,0.8383903503417969,7.1565709189686
2,small,10,Channel 7,1,5.0,0.761223316192627,6.568374737926122
2,small,10,Channel 8,1,6.0,0.9178526401519775,6.536997048901579
2,small,10,Channel 9,1,5.0,0.8371536731719971,5.97261907847202
2,small,10,Channel 10,1,9.0,1.07676362991333,8.358380381704032
2,small,11,Channel 1,1,5.0,0.2548401355743408,19.620143384131197
2,small,11,Channel 2,1,8.0,0.9738602638244629,8.214730898438207
2,small,11,Channel 3,1,7.0,1.0413942337036133,6.721757979305501
2,small,11,Channel 4,1,8.0,1.0629281997680664,7.5263785472486475
2,small,11,Channel 5,1,9.0,1.0980730056762695,8.196176350275705
2,small,11,Channel 6,1,6.0,1.0457789897918701,5.737349916729647
2,small,11,Channel 7,1,5.0,0.792513370513916,6.309041823177926
2,small,11,Channel 8,1,6.0,1.037602424621582,5.782561661021778
2,small,11,Channel 9,1,5.0,0.8992884159088135,5.559951525614884
2,small,11,Channel 10,1,9.0,1.0415902137756348,8.640634177404683
2,small,11,Channel 11,0,0.0,0,0.0
2,small,12,Channel 1,1,5.0,0.6006999015808105,8.323623804235572
2,small,12,Channel 2,1,8.0,0.8874359130859375,9.014735466565794
2,small,12,Channel 3,1,7.0,0.8508718013763428,8.226856253406243
2,small,12,Channel 4,1,8.0,0.9111993312835693,8.779637698735716
2,small,12,Channel 5,1,9.0,0.9444334506988525,9.529522692509746
2,small,12,Channel 6,1,6.0,0.8375062942504883,7.164125262329635
2,small,12,Channel 7,1,5.0,0.7382948398590088,6.772362110718319
2,small,12,Channel 8,1,6.0,0.7901391983032227,7.5935987138527565
2,small,12,Channel 9,1,5.0,0.7379603385925293,6.77543187420644
2,small,12,Channel 10,1,9.0,0.8205921649932861,10.967689412527642
2,small,12,Channel 11,0,0.0,0,0.0
2,small,12,Channel 12,0,0.0,0,0.0
2,small,13,Channel 1,1,5.0,0.690805196762085,7.237930495363677
2,small,13,Channel 2,1,8.0,1.005603551864624,7.9554213836716565
2,small,13,Channel 3,1,7.0,0.9601411819458008,7.290594478838993
2,small,13,Channel 4,1,8.0,1.0054137706756592,7.956923043359384
2,small,13,Channel 5,1,9.0,1.0054752826690674,8.950990795227908
2,small,13,Channel 6,1,6.0,0.889409065246582,6.746052221017721
2,small,13,Channel 7,1,5.0,0.8494842052459717,5.885924622403343
2,small,13,Channel 8,1,6.0,0.9315624237060547,6.440792208137885
2,small,13,Channel 9,1,5.0,0.7847764492034912,6.371241141441935
2,small,13,Channel 10,1,9.0,0.9598827362060547,9.37614529413518
2,small,13,Channel 11,0,0.0,0,0.0
2,small,13,Channel 12,0,0.0,0,0.0
2,small,13,Channel 13,0,0.0,0,0.0
2,small,14,Channel 1,1,5.0,0.5900886058807373,8.473303755013614
2,small,14,Channel 2,1,8.0,0.8752202987670898,9.140555824938572
2,small,14,Channel 3,1,7.0,0.8302435874938965,8.43126054261932
2,small,14,Channel 4,1,8.0,0.8773207664489746,9.11867164888919
2,small,14,Channel 5,1,9.0,0.8986556529998779,10.014959534229094
2,small,14,Channel 6,1,6.0,0.7849228382110596,7.6440634772136
2,small,14,Channel 7,1,5.0,0.7111811637878418,7.030557408704922
2,small,14,Channel 8,1,6.0,0.7946512699127197,7.550481861885161
2,small,14,Channel 9,1,5.0,0.6868441104888916,7.279672233690741
2,small,14,Channel 10,1,9.0,0.8219335079193115,10.949790844740109
2,small,14,Channel 11,0,0.0,0,0.0
2,small,14,Channel 12,0,0.0,0,0.0
2,small,14,Channel 13,0,0.0,0,0.0
2,small,14,Channel 14,0,0.0,0,0.0
2,small,15,Channel 1,1,5.0,0.7196364402770996,6.947952771922896
2,small,15,Channel 2,1,8.0,0.938678503036499,8.522619804460284
2,small,15,Channel 3,1,7.0,1.0342488288879395,6.7681971731373824
2,small,15,Channel 4,1,8.0,1.0552527904510498,7.581121862355404
2,small,15,Channel 5,1,9.0,1.0536584854125977,8.541667081507656
2,small,15,Channel 6,1,6.0,0.959296464920044,6.2545836656451055
2,small,15,Channel 7,1,5.0,0.8628995418548584,5.794417261193784
2,small,15,Channel 8,1,6.0,0.9470374584197998,6.3355466530452045
2,small,15,Channel 9,1,5.0,0.8632888793945312,5.791804017569132
2,small,15,Channel 10,1,9.0,0.991657018661499,9.07571855050031
2,small,15,Channel 11,0,0.0,0,0.0
2,small,15,Channel 12,0,0.0,0,0.0
2,small,15,Channel 13,0,0.0,0,0.0
2,small,15,Channel 14,0,0.0,0,0.0
2,small,15,Channel 15,0,0.0,0,0.0
2,small,16,Channel 1,1,5.0,0.4941082000732422,10.119241087799889
2,small,16,Channel 2,1,8.0,0.7347757816314697,10.8876751248348
2,small,16,Channel 3,1,7.0,0.7299106121063232,9.590215409801901
2,small,16,Channel 4,1,8.0,0.7468693256378174,10.711378450531619
2,small,16,Channel 5,1,9.0,0.7665643692016602,11.740697013315485
2,small,16,Channel 6,1,6.0,0.6679308414459229,8.982965941520717
2,small,16,Channel 7,1,5.0,0.5967831611633301,8.378252479934801
2,small,16,Channel 8,1,6.0,0.673006534576416,8.91521804283274
2,small,16,Channel 9,1,5.0,0.6141257286071777,8.141655311103605
2,small,16,Channel 10,1,9.0,0.7094383239746094,12.686092216695792
2,small,16,Channel 11,0,0.0,0,0.0
2,small,16,Channel 12,0,0.0,0,0.0
2,small,16,Channel 13,0,0.0,0,0.0
2,small,16,Channel 14,0,0.0,0,0.0
2,small,16,Channel 15,0,0.0,0,0.0
2,small,16,Channel 16,0,0.0,0,0.0
2,small,17,Channel 1,1,5.0,0.19548940658569336,25.576833483343943
2,small,17,Channel 2,1,8.0,0.7305941581726074,10.949991743719842
2,small,17,Channel 3,1,7.0,0.7270488739013672,9.627963471613372
2,small,17,Channel 4,1,8.0,0.7513306140899658,10.647775892494199
2,small,17,Channel 5,1,9.0,0.789726734161377,11.39634712956405
2,small,17,Channel 6,1,6.0,0.42565417289733887,14.095950144595683
2,small,17,Channel 7,1,5.0,0.43045806884765625,11.615533223445171
2,small,17,Channel 8,1,6.0,0.7044773101806641,8.516952800738597
2,small,17,Channel 9,1,5.0,0.6343462467193604,7.8821306594914535
2,small,17,Channel 10,1,9.0,0.7661275863647461,11.747390591565496
2,small,17,Channel 11,0,0.0,0,0.0
2,small,17,Channel 12,0,0.0,0,0.0
2,small,17,Channel 13,0,0.0,0,0.0
2,small,17,Channel 14,0,0.0,0,0.0
2,small,17,Channel 15,0,0.0,0,0.0
2,small,17,Channel 16,0,0.0,0,0.0
2,small,17,Channel 17,0,0.0,0,0.0
2,small,18,Channel 1,1,5.0,0.5015604496002197,9.968888105083574
2,small,18,Channel 2,1,8.0,0.8643286228179932,9.255738834515732
2,small,18,Channel 3,1,7.0,0.7754616737365723,9.026880679054592
2,small,18,Channel 4,1,8.0,0.8391423225402832,9.533543697071671
2,small,18,Channel 5,1,9.0,0.8469269275665283,10.626654681838566
2,small,18,Channel 6,1,6.0,0.7836668491363525,7.65631467837686
2,small,18,Channel 7,1,5.0,0.6220498085021973,8.037941546898391
2,small,18,Channel 8,1,6.0,0.7435407638549805,8.069497049351062
2,small,18,Channel 9,1,5.0,0.652085542678833,7.667705650181259
2,small,18,Channel 10,1,9.0,0.751457929611206,11.976718383498163
2,small,18,Channel 11,0,0.0,0,0.0
2,small,18,Channel 12,0,0.0,0,0.0
2,small,18,Channel 13,0,0.0,0,0.0
2,small,18,Channel 14,0,0.0,0,0.0
2,small,18,Channel 15,0,0.0,0,0.0
2,small,18,Channel 16,0,0.0,0,0.0
2,small,18,Channel 17,0,0.0,0,0.0
2,small,18,Channel 18,0,0.0,0,0.0
2,small,19,Channel 1,1,5.0,0.5881655216217041,8.501008332167924
2,small,19,Channel 2,1,8.0,0.7830538749694824,10.216410716710623
2,small,19,Channel 3,1,7.0,0.7605009078979492,9.204459754490289
2,small,19,Channel 4,1,8.0,0.7645277976989746,10.463975311398583
2,small,19,Channel 5,1,9.0,0.7634336948394775,11.788843040118074
2,small,19,Channel 6,1,6.0,0.6694180965423584,8.963008366506479
2,small,19,Channel 7,1,5.0,0.6009440422058105,8.320242233614835
2,small,19,Channel 8,1,6.0,0.6838502883911133,8.773850215251253
2,small,19,Channel 9,1,5.0,0.6041483879089355,8.276112458573108
2,small,19,Channel 10,1,9.0,0.6998908519744873,12.859147929437533
2,small,19,Channel 11,0,0.0,0,0.0
2,small,19,Channel 12,0,0.0,0,0.0
2,small,19,Channel 13,0,0.0,0,0.0
2,small,19,Channel 14,0,0.0,0,0.0
2,small,19,Channel 15,0,0.0,0,0.0
2,small,19,Channel 16,0,0.0,0,0.0
2,small,19,Channel 17,0,0.0,0,0.0
2,small,19,Channel 18,0,0.0,0,0.0
2,small,19,Channel 19,0,0.0,0,0.0
2,small,20,Channel 1,1,5.0,0.3677229881286621,13.597191803115003
2,small,20,Channel 2,1,8.0,0.6502320766448975,12.303299525423032
2,small,20,Channel 3,1,7.0,0.5929074287414551,11.806227516593387
2,small,20,Channel 4,1,8.0,0.6489276885986328,12.328029980160188
2,small,20,Channel 5,1,9.0,0.6408045291900635,14.044844550920127
2,small,20,Channel 6,1,6.0,0.6024641990661621,9.959098000014247
2,small,20,Channel 7,1,5.0,0.4486515522003174,11.144506188552228
2,small,20,Channel 8,1,6.0,0.549644947052002,10.916137830759208
2,small,20,Channel 9,1,5.0,0.49574971199035645,10.085734553280512
2,small,20,Channel 10,1,9.0,0.5561139583587646,16.183733324301578
2,small,20,Channel 11,0,0.0,0,0.0
2,small,20,Channel 12,0,0.0,0,0.0
2,small,20,Channel 13,0,0.0,0,0.0
2,small,20,Channel 14,0,0.0,0,0.0
2,small,20,Channel 15,0,0.0,0,0.0
2,small,20,Channel 16,0,0.0,0,0.0
2,small,20,Channel 17,0,0.0,0,0.0
2,small,20,Channel 18,0,0.0,0,0.0
2,small,20,Channel 19,0,0.0,0,0.0
2,small,20,Channel 20,0,0.0,0,0.0
2,medium,1,Channel 1,5,153.0,1.4921927452087402,102.53367099609983
2,medium,2,Channel 1,3,82.0,38.78049278259277,2.1144651374003938
2,medium,2,Channel 2,2,71.0,38.58398151397705,1.8401418727167969
2,medium,3,Channel 1,2,69.0,2.032719135284424,33.944679716091386
2,medium,3,Channel 2,2,44.0,1.6728839874267578,26.301883651645873
2,medium,3,Channel 3,1,40.0,1.5021822452545166,26.627927554304673
2,medium,4,Channel 1,2,69.0,1.9943857192993164,34.59711896866251
2,medium,4,Channel 2,1,13.0,0.6383240222930908,20.365832313970103
2,medium,4,Channel 3,1,31.0,1.4729154109954834,21.046694038626676
2,medium,4,Channel 4,1,40.0,1.6796314716339111,23.81474786316597
2,medium,5,Channel 1,1,33.0,2.290637731552124,14.406468358328915
2,medium,5,Channel 2,1,36.0,2.322261095046997,15.502132846639041
2,medium,5,Channel 3,1,13.0,1.2385151386260986,10.496440127830066
2,medium,5,Channel 4,1,31.0,2.1922130584716797,14.140961290328194
2,medium,5,Channel 5,1,40.0,2.3267226219177246,17.191563628255487
2,medium,6,Channel 1,1,33.0,2.1508662700653076,15.342655403210172
2,medium,6,Channel 2,1,36.0,2.185771942138672,16.470153773122252
2,medium,6,Channel 3,1,13.0,1.0860660076141357,11.969806539252925
2,medium,6,Channel 4,1,31.0,2.0470035076141357,15.144087386607234
2,medium,6,Channel 5,1,40.0,2.21012020111084,18.098563136925943
2,medium,6,Channel 6,0,0.0,0,0.0
2,medium,7,Channel 1,1,33.0,1.756993293762207,18.7820864867036
2,medium,7,Channel 2,1,36.0,2.04660701751709,17.590089202212653
2,medium,7,Channel 3,1,13.0,0.8717339038848877,14.912807614875843
2,medium,7,Channel 4,1,31.0,1.859877109527588,16.667767908533513
2,medium,7,Channel 5,1,40.0,2.028433322906494,19.719652378163925
2,medium,7,Channel 6,0,0.0,0,0.0
2,medium,7,Channel 7,0,0.0,0,0.0
2,medium,8,Channel 1,1,33.0,1.887002944946289,17.48804901888444
2,medium,8,Channel 2,1,36.0,1.9453153610229492,18.505996879122623
2,medium,8,Channel 3,1,13.0,1.0573348999023438,12.295063750568236
2,medium,8,Channel 4,1,31.0,1.8032724857330322,17.190968223195878
2,medium,8,Channel 5,1,40.0,1.9458627700805664,20.55643420236867
2,medium,8,Channel 6,0,0.0,0,0.0
2,medium,8,Channel 7,0,0.0,0,0.0
2,medium,8,Channel 8,0,0.0,0,0.0
2,medium,9,Channel 1,1,33.0,1.3280892372131348,24.84772790512727
2,medium,9,Channel 2,1,36.0,1.4725127220153809,24.448006093100478
2,medium,9,Channel 3,1,13.0,0.8142318725585938,15.965967973164172
2,medium,9,Channel 4,1,31.0,1.3820111751556396,22.431077662240202
2,medium,9,Channel 5,1,40.0,1.4320297241210938,27.93238109952637
2,medium,9,Channel 6,0,0.0,0,0.0
2,medium,9,Channel 7,0,0.0,0,0.0
2,medium,9,Channel 8,0,0.0,0,0.0
2,medium,9,Channel 9,0,0.0,0,0.0
2,medium,10,Channel 1,1,33.0,1.653045892715454,19.96314811671138
2,medium,10,Channel 2,1,36.0,1.7967820167541504,20.035819406203352
2,medium,10,Channel 3,1,13.0,0.9136364459991455,14.228854438685733
2,medium,10,Channel 4,1,31.0,1.6477086544036865,18.81400569035613
2,medium,10,Channel 5,1,40.0,1.8118202686309814,22.077245018472034
2,medium,10,Channel 6,0,0.0,0,0.0
2,medium,10,Channel 7,0,0.0,0,0.0
2,medium,10,Channel 8,0,0.0,0,0.0
2,medium,10,Channel 9,0,0.0,0,0.0
2,medium,10,Channel 10,0,0.0,0,0.0
2,medium,11,Channel 1,1,33.0,1.1581096649169922,28.49471082029635
2,medium,11,Channel 2,1,36.0,1.2154738903045654,29.618077596861713
2,medium,11,Channel 3,1,13.0,0.5931053161621094,21.918535622174055
2,medium,11,Channel 4,1,31.0,1.0289602279663086,30.127500711344343
2,medium,11,Channel 5,1,40.0,1.203782320022583,33.22859900388768
2,medium,11,Channel 6,0,0.0,0,0.0
2,medium,11,Channel 7,0,0.0,0,0.0
2,medium,11,Channel 8,0,0.0,0,0.0
2,medium,11,Channel 9,0,0.0,0,0.0
2,medium,11,Channel 10,0,0.0,0,0.0
2,medium,11,Channel 11,0,0.0,0,0.0
2,medium,12,Channel 1,1,33.0,1.3506889343261719,24.431976276212666
2,medium,12,Channel 2,1,36.0,41.35552191734314,0.8705004393839554
2,medium,12,Channel 3,1,13.0,0.7351622581481934,17.68317110394896
2,medium,12,Channel 4,1,31.0,1.415515661239624,21.90014624977872
2,medium,12,Channel 5,1,40.0,41.31892800331116,0.9680793266658452
2,medium,12,Channel 6,0,0.0,0,0.0
2,medium,12,Channel 7,0,0.0,0,0.0
2,medium,12,Channel 8,0,0.0,0,0.0
2,medium,12,Channel 9,0,0.0,0,0.0
2,medium,12,Channel 10,0,0.0,0,0.0
2,medium,12,Channel 11,0,0.0,0,0.0
2,medium,12,Channel 12,0,0.0,0,0.0
2,medium,13,Channel 1,1,33.0,1.758781909942627,18.76298579911849
2,medium,13,Channel 2,1,36.0,1.7820613384246826,20.201324849919867
